Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc,x,y
"53701690",,,,,7.60,7.95,14.92,13.80,"138",5.90,1.40,96.50,E10,U111,EL,EL6,EL63,EL633,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),21.8336693600,37.5551583100
"53701812","9","18","40","42",6.60,6.78,10.61,45.00,"3",8.90,4.30,274.00,D10,U111,EL,EL6,EL64,EL645,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens),22.0271165900,38.6469928400
"53701830",,,,,6.40,6.55,6.94,12.50,"1",5.20,1.10,113.70,C10,U120,EL,EL6,EL64,EL644,Woodland,Broadleaved woodland,Forestry,22.0564136600,38.8079073800
"53701884",,,,,6.50,6.65,11.53,4.70,"0",8.40,0.90,88.60,B34,U111,EL,EL6,EL61,EL611,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),22.1455087600,39.2903840800
"53701902",,,,,7.20,8.09,18.32,8.90,"64",8.20,1.30,315.70,B43,U111,EL,EL6,EL61,EL611,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),22.1756145400,39.4511213100
"53702028",,,,,7.60,7.91,17.26,22.90,"160",36.80,2.60,340.10,B75,U111,EL,EL5,EL52,EL521,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),22.3922539100,40.5750644100
"53702032",,,,,7.80,8.19,23.00,11.00,"105",7.00,1.20,177.50,B75,U111,EL,EL5,EL52,EL521,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),22.3993047500,40.6107106500
"53702212","22","17","39","45",5.90,6.22,10.52,37.40,"0",12.80,3.40,154.00,D10,U420,BG,BG4,BG41,BG415,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,22.7282505300,42.2126434500
"53702240",,,,,7.40,7.69,39.80,46.30,"111",6.60,4.40,263.50,E10,U120,BG,BG4,BG41,BG414,Grassland,Grassland with sparse tree/shrub cover,Forestry,22.7815484000,42.4614608500
"53702262",,,,,7.00,7.18,7.34,7.20,"1",4.00,1.00,72.60,C10,U420,BG,BG4,BG41,BG414,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,22.8238441100,42.6568910200
"53702276",,,,,6.20,6.36,6.78,17.60,"3",4.80,1.20,140.20,C22,U120,BG,BG4,BG41,BG414,Woodland,Pine dominated coniferous woodland,Forestry,22.8509537000,42.7812240800
"53702348",,,,,4.60,5.30,4.58,19.00,"0",3.30,1.80,62.70,E10,U111,BG,BG3,BG31,BG312,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9928071200,43.4202657600
"53702356",,,,,4.80,5.11,29.60,12.90,"0",22.20,1.50,67.90,C10,U120,BG,BG3,BG31,BG312,Woodland,Broadleaved woodland,Forestry,23.0088244300,43.4912307700
"53702414",,,,,7.40,7.74,11.53,16.80,"5",10.50,1.60,162.30,B11,U111,RO,RO4,RO41,RO411,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),23.1265196200,44.0054918800
"53702604","15","15","37","49",4.10,4.06,19.60,29.80,"1",15.00,2.00,31.10,C21,U120,RO,RO1,RO12,RO121,Woodland,Spruce dominated coniferous woodland,Forestry,23.5323575400,45.6872825600
"53702622","11","25","24","51",5.60,5.98,18.10,12.30,"0",0.00,1.40,68.10,E20,U111,RO,RO1,RO12,RO121,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.5725009400,45.8463857200
"53702654",,,,,7.50,7.96,22.70,11.90,"48",5.90,1.50,123.60,B11,U111,RO,RO1,RO12,RO121,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),23.6446258400,46.1291407500
"53702838",,,,,4.80,5.07,19.63,25.20,"0",10.60,3.10,131.20,E10,U111,RO,RO1,RO11,RO114,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),24.0790970800,47.7526369800
"53704530",,,,,4.10,4.85,6.26,46.80,"0",25.50,2.90,36.60,C33,U120,FI,FI1,FI1D,FI1D3,Woodland,Other mixed woodland,Forestry,30.5951273900,62.4750042200
"53704588",,,,,4.40,4.89,8.83,16.20,"0",12.10,0.90,31.10,C10,U120,FI,FI1,FI1D,FI1D3,Woodland,Broadleaved woodland,Forestry,30.9485267100,62.9708658600
"53721846",,,,,7.50,7.99,9.31,6.80,"43",5.30,1.10,94.30,E10,U420,EL,EL6,EL64,EL644,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use,22.1053519600,38.9480385100
"53721882","9","23","41","36",5.60,6.08,6.96,8.00,"0",80.00,1.00,386.40,B12,U111,EL,EL6,EL61,EL611,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),22.1650123900,39.2696388100
"53721990",,,,,7.50,7.81,42.70,17.30,"267",21.10,2.20,332.90,B73,U111,EL,EL5,EL52,EL525,Cropland,Cherry fruit,Agriculture (excluding fallow land and kitchen gardens),22.3489765100,40.2333868400
"53722044",,,,,7.60,8.01,9.04,5.80,"5",7.60,0.70,73.60,B16,U111,EL,EL5,EL52,EL524,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),22.4438577100,40.7146776200
"53722304",,,,,7.30,7.49,27.80,48.00,"67",7.00,4.40,815.30,E20,U111,BG,BG4,BG41,BG412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9298311900,43.0267244700
"53722722",,,,,7.20,7.41,31.00,48.10,"41",9.10,5.10,768.90,E20,U111,RO,RO1,RO11,RO113,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.8269750400,46.7262538200
"53722818",,,,,4.00,4.33,14.01,24.90,"0",12.10,2.60,95.70,E20,U111,RO,RO1,RO11,RO114,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),24.0563605400,47.5729605500
"53723760",,,,,5.00,5.50,8.84,9.10,"0",16.90,1.10,130.80,E10,U420,LV,LV0,LV00,LV005,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use,26.9398951400,55.8225446000
"53723764",,,,,6.50,7.10,8.60,13.20,"1",11.00,1.30,104.70,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),26.9552332900,55.8573321300
"53723782",,,,,5.90,6.50,7.47,14.80,"0",31.80,1.30,68.20,E30,U112,LV,LV0,LV00,LV005,Grassland,Spontaneously re-vegetated surfaces,Fallow land,27.0246579100,56.0138478000
"53723796",,,,,7.90,8.51,13.26,12.60,"106",6.70,0.70,171.90,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.0791148900,56.1355500700
"53723804",,,,,3.50,4.02,5.97,15.90,"0",39.20,0.70,104.90,E10,U120,LV,LV0,LV00,LV005,Grassland,Grassland with sparse tree/shrub cover,Forestry,27.1104157300,56.2050815200
"53723814",,,,,4.10,4.52,9.33,26.70,"0",27.20,2.30,80.00,C10,U120,LV,LV0,LV00,LV005,Woodland,Broadleaved woodland,Forestry,27.1497300300,56.2919827600
"53723818",,,,,5.10,5.48,10.07,18.10,"0",37.20,1.70,75.50,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.1655146400,56.3267391800
"53723840",,,,,6.20,6.46,58.20,265.40,"3",54.30,13.60,304.90,B13,U111,LV,LV0,LV00,LV005,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),27.2529371400,56.5178575300
"53723904",,,,,7.30,7.85,7.34,9.70,"37",10.50,0.60,139.40,B32,U111,LV,LV0,LV00,LV005,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),27.5132362100,57.0734280700
"53724546",,,,,4.00,4.35,30.10,41.70,"0",23.30,2.70,63.50,C31,U120,FI,FI1,FI1D,FI1D3,Woodland,Spruce dominated mixed woodland,Forestry,30.7284573400,62.6066360800
"53741658",,,,,7.00,7.34,14.83,15.30,"15",6.70,1.70,118.50,B81,U111,EL,EL6,EL65,EL653,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),21.8287489800,37.2628515000
"53741742",,,,,6.60,6.79,11.36,26.30,"2",11.10,2.60,303.50,C10,U420,EL,EL6,EL63,EL632,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,21.9599004200,38.0151395000
"53741748",,,,,6.40,6.85,5.66,11.80,"0",12.30,1.10,170.70,C10,U120,EL,EL6,EL63,EL632,Woodland,Broadleaved woodland,Forestry,21.9694260200,38.0688360200
"53741832",,,,,6.50,6.75,10.90,24.40,"1",16.60,2.50,291.20,E10,U111,EL,EL6,EL64,EL644,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.1050552100,38.8200581300
"53741886",,,,,6.60,6.72,10.13,7.60,"0",15.10,1.00,154.50,B52,U111,EL,EL6,EL61,EL611,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),22.1945379400,39.3024712000
"53741892",,,,,7.30,7.48,27.70,27.70,"11",99.50,3.40,1379.00,E30,U111,EL,EL6,EL61,EL611,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),22.2045939000,39.3560480400
"53742036","38","41","9","50",7.40,7.67,38.90,20.60,"83",17.30,2.90,863.10,B34,U111,EL,EL5,EL52,EL521,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),22.4529836200,40.6404387900
"53742054","14","41","18","40",7.50,7.89,15.51,20.50,"288",6.00,2.00,302.10,B11,U111,EL,EL5,EL52,EL524,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.4850114200,40.8007939100
"53742220",,,,,5.90,6.41,7.81,14.70,"0",18.10,1.90,217.60,B16,U111,BG,BG4,BG41,BG415,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),22.7912385400,42.2776430600
"53742228",,,,,7.10,7.23,26.00,54.80,"263",24.00,4.10,308.20,C10,U120,BG,BG4,BG41,BG415,Woodland,Broadleaved woodland,Forestry,22.8065085100,42.3487273900
"53742300",,,,,6.10,6.36,25.40,33.30,"0",29.50,3.40,241.70,E20,U111,BG,BG4,BG41,BG412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9461523200,42.9881234500
"53742306",,,,,7.40,7.55,33.40,34.30,"213",6.90,4.00,414.70,C10,U420,BG,BG4,BG41,BG412,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,22.9579720300,43.0413771300
"53742310","31","39","19","42",6.70,6.95,25.30,50.30,"4",0.00,4.90,390.80,E10,U111,BG,BG4,BG41,BG412,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9658677000,43.0768770800
"53742486",,,,,6.70,7.03,8.45,9.70,"0",13.80,1.10,125.90,E30,U111,RO,RO4,RO41,RO413,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),23.3262760800,44.6369194300
"53742594","9","9","45","46",4.00,4.08,29.90,85.30,"1",20.60,4.30,58.70,C21,U120,RO,RO1,RO12,RO121,Woodland,Spruce dominated coniferous woodland,Forestry,23.5607251700,45.5923517400
"53742634",,,,,5.20,5.52,23.20,17.40,"0",21.60,1.90,319.40,B11,U111,RO,RO1,RO12,RO121,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),23.6502860000,45.9458603200
"53742652",,,,,7.40,7.84,16.91,17.70,"105",5.00,2.30,233.30,E20,U111,RO,RO1,RO12,RO121,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.6910851500,46.1048769100
"53742684",,,,,6.90,7.18,18.18,21.70,"0",8.50,2.30,414.70,B16,U111,RO,RO1,RO12,RO121,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),23.7643919000,46.3874778800
"53743770",,,,,6.30,6.48,74.10,68.10,"0",21.70,6.10,124.60,C10,U120,LV,LV0,LV00,LV005,Woodland,Broadleaved woodland,Forestry,27.0094637700,55.9052923400
"53743864",,,,,6.10,6.64,7.75,18.30,"0",36.10,1.80,122.40,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.3812706000,56.7219490500
"53743906",,,,,2.80,3.78,17.55,461.70,"0",35.60,12.80,83.60,C22,U120,LV,LV0,LV00,LV005,Woodland,Pine dominated coniferous woodland,Forestry,27.5535768900,57.0864124900
"53744506",,,,,3.90,4.53,9.87,37.80,"1",17.10,1.80,39.00,C31,U120,FI,FI1,FI1D,FI1D3,Woodland,Spruce dominated mixed woodland,Forestry,30.5262722200,62.2592104000
"53744538",,,,,3.70,4.14,23.10,42.60,"0",30.10,2.90,38.00,E10,U120,FI,FI1,FI1D,FI1D3,Grassland,Grassland with sparse tree/shrub cover,Forestry,30.7172448500,62.5329814400
"53761792","29","31","28","41",5.90,6.40,5.54,6.10,"2",8.60,1.00,169.20,A21,U210,EL,EL6,EL64,EL645,Artificial land,Non built-up area features,Energy production,22.0625047700,38.4596028500
"53761926",,,,,7.60,8.06,13.68,5.30,"28",9.80,0.80,146.60,B12,U111,EL,EL6,EL61,EL612,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),22.2849781100,39.6566439300
"53761962","21","13","45","42",4.10,4.35,22.40,22.00,"0",13.70,1.90,324.00,C10,U120,EL,EL6,EL61,EL612,Woodland,Broadleaved woodland,Forestry,22.3467020800,39.9778203800
"53762052",,,,,7.30,7.73,10.14,12.40,"6",36.80,1.40,504.50,B11,U111,EL,EL5,EL52,EL524,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.5047981000,40.7800047300
"53762196","38","16","52","32",4.80,5.30,8.84,37.70,"0",14.70,2.50,160.90,C10,U120,BG,BG4,BG41,BG415,Woodland,Broadleaved woodland,Forestry,22.7695446000,42.0612947800
"53762206",,,,,4.50,5.18,4.89,19.20,"0",5.00,1.40,95.60,C33,U120,BG,BG4,BG41,BG415,Woodland,Other mixed woodland,Forestry,22.7884923200,42.1501741900
"53762236",,,,,5.00,5.57,4.41,17.40,"1",5.20,1.20,60.30,C10,U120,BG,BG4,BG41,BG414,Woodland,Broadleaved woodland,Forestry,22.8457884000,42.4167361500
"53762404",,,,,7.80,8.36,43.70,36.00,"213",5.60,3.20,107.80,E20,U111,RO,RO4,RO41,RO411,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.1796887700,43.9073957300
"53762628",,,,,7.30,7.51,41.20,31.60,"23",64.00,3.30,517.10,B75,U111,RO,RO1,RO12,RO121,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),23.6621537300,45.8895544700
"53762766",,,,,7.50,7.97,15.99,9.60,"148",8.60,1.40,202.90,E20,U111,RO,RO1,RO11,RO113,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.9828470500,47.1077086300
"53763890",,,,,6.90,7.13,30.70,24.00,"11",40.30,2.00,141.80,E30,U112,LV,LV0,LV00,LV005,Grassland,Spontaneously re-vegetated surfaces,Fallow land,27.5194166400,56.9432442900
"53763912",,,,,6.40,6.75,19.99,20.80,"2",64.30,2.00,234.50,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.6106088100,57.1340748100
"53781874",,,,,7.90,8.18,21.60,15.40,"308",11.60,1.90,298.00,B34,U111,EL,EL6,EL64,EL644,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),22.2201101300,39.1895175400
"53781892",,,,,7.40,7.95,19.04,11.60,"6",28.60,1.40,328.10,B16,U111,EL,EL6,EL61,EL612,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),22.2503170500,39.3502462900
"53781928",,,,,7.40,7.54,25.60,18.00,"26",34.60,2.20,311.30,E20,U111,EL,EL6,EL61,EL612,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.3113543000,39.6715714000
"53782068",,,,,7.00,7.43,80.80,6.10,"1",30.50,0.70,96.70,B11,U111,EL,EL5,EL52,EL523,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.5568897400,40.9195158700
"53782072","17","21","33","46",7.20,7.68,12.04,5.20,"16",4.50,0.80,113.40,E30,U111,EL,EL5,EL52,EL523,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),22.5641019900,40.9551332900
"53782270",,,,,6.50,6.58,36.20,18.40,"3",32.40,2.10,351.40,B31,U111,BG,BG4,BG41,BG414,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),22.9356317600,42.7156108400
"53782342",,,,,4.80,5.26,15.31,24.30,"0",11.20,2.40,117.60,C10,U120,BG,BG3,BG31,BG312,Woodland,Broadleaved woodland,Forestry,23.0781488700,43.3545501600
"53782364",,,,,5.80,5.99,23.50,24.60,"0",9.10,2.40,185.50,E30,U112,BG,BG3,BG31,BG312,Grassland,Spontaneously re-vegetated surfaces,Fallow land,23.1225272700,43.5496526200
"53782378",,,,,5.80,5.95,10.05,18.10,"0",44.40,1.90,411.10,B11,U111,BG,BG3,BG31,BG312,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),23.1509747900,43.6737774800
"53782594","8","3","73","24",4.60,5.08,14.01,31.70,"0",17.30,2.30,66.00,C21,U120,RO,RO1,RO12,RO121,Woodland,Spruce dominated coniferous woodland,Forestry,23.6112526100,45.5858041400
"53782648",,,,,7.40,7.57,25.60,26.70,"23",6.80,2.90,275.10,E20,U111,RO,RO1,RO12,RO121,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.7329444900,46.0629287200
"53782698",,,,,5.90,6.30,15.17,28.70,"0",26.70,2.80,485.90,B32,U111,RO,RO1,RO11,RO113,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),23.8481341400,46.5043997100
"53782724",,,,,7.30,7.56,30.00,38.20,"96",8.40,4.30,562.70,E20,U111,RO,RO1,RO11,RO113,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),23.9090121000,46.7338468300
"53782840",,,,,7.00,7.35,23.70,18.00,"4",11.70,1.90,311.90,C10,U120,RO,RO1,RO11,RO114,Woodland,Broadleaved woodland,Forestry,24.1891061800,47.7565559100
"53783916",,,,,7.00,7.35,9.42,19.40,"10",73.40,1.70,152.50,B11,U111,LV,LV0,LV00,LV005,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),27.6594210700,57.1643689500
"53784606",,,,,4.10,4.53,5.71,21.40,"0",5.80,1.00,36.80,C33,U120,FI,FI1,FI1D,FI1D3,Woodland,Other mixed woodland,Forestry,31.2117345000,63.1031448900
"53801632",,,,,6.70,6.92,74.10,47.30,"13",273.70,3.80,1005.00,B81,U111,EL,EL6,EL65,EL653,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),21.8553229200,37.0214262000
"53801740","33","35","21","44",7.10,7.50,20.00,24.30,"65",10.10,2.60,290.30,E10,U111,EL,EL6,EL63,EL632,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.0239816500,37.9887326300
"53801808","30","26","32","43",7.10,7.29,9.25,21.90,"3",6.40,2.70,241.00,D10,U420,EL,EL6,EL64,EL645,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,22.1337047000,38.5969268700
"53801848",,,,,7.10,7.47,6.88,9.30,"0",14.30,1.00,288.70,B12,U111,EL,EL6,EL64,EL644,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),22.1995679500,38.9543865800
"53801920",,,,,7.70,8.10,12.74,16.00,"54",29.00,1.80,309.90,B34,U111,EL,EL6,EL61,EL612,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),22.3206613200,39.5972590900
"53801926",,,,,7.60,7.69,35.70,15.20,"61",31.40,1.70,245.60,B12,U111,EL,EL6,EL61,EL612,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),22.3309027700,39.6507998900
"53802006",,,,,7.40,7.47,10.63,8.60,"9",24.90,0.80,163.30,B11,U111,EL,EL5,EL52,EL525,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.4697255600,40.3642137500
"53802042","6","15","42","42",7.30,7.85,19.08,8.10,"3",9.30,1.00,218.40,B34,U111,EL,EL5,EL52,EL522,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),22.5336029200,40.6849712300
"53802244",,,,,7.40,7.71,17.85,7.40,"248",6.90,1.90,104.50,E10,U111,BG,BG4,BG41,BG414,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9091536400,42.4816396500
"53802286",,,,,6.20,6.50,18.85,18.70,"1",51.60,2.10,375.30,E20,U111,BG,BG4,BG41,BG412,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9910755700,42.8545479800
"53802330",,,,,4.70,5.18,5.32,32.70,"0",7.80,2.60,192.10,C10,U120,BG,BG3,BG31,BG312,Woodland,Broadleaved woodland,Forestry,23.0783904100,43.2449758000
"53802340",,,,,5.00,5.38,17.01,23.20,"0",3.70,1.90,199.50,C32,U120,BG,BG3,BG31,BG312,Woodland,Pine dominated mixed woodland,Forestry,23.0984513600,43.3336756100
"53802366",,,,,4.30,4.56,7.54,8.70,"0",18.30,0.90,102.30,E30,U112,BG,BG3,BG31,BG312,Grassland,Spontaneously re-vegetated surfaces,Fallow land,23.1509909700,43.5642368200
"53802622","29","8","55","38",4.40,4.71,28.70,22.60,"0",13.80,2.00,76.80,C10,U120,RO,RO1,RO12,RO121,Woodland,Broadleaved woodland,Forestry,23.6993749500,45.8299456000
"53802658",,,,,6.50,6.78,29.50,34.20,"0",15.60,3.10,364.10,B16,U111,RO,RO1,RO12,RO121,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),23.7812987700,46.1479241500
"53802730",,,,,7.20,7.67,16.84,21.50,"53",0.00,2.50,257.60,B52,U111,RO,RO1,RO11,RO113,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),23.9489611700,46.7834159400
"53802754",,,,,5.10,5.53,16.92,17.20,"0",25.20,1.90,347.40,E20,U111,RO,RO1,RO11,RO113,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),24.0060089300,46.9951091000
"53802834",,,,,4.60,5.14,19.46,28.20,"0",13.50,3.10,94.70,E10,U111,RO,RO1,RO11,RO114,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),24.2005088300,47.7002581900
"53803866",,,,,6.80,7.22,18.11,42.10,"106",132.40,2.30,155.50,E30,U410,LV,LV0,LV00,LV005,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas,27.4847165400,56.7262987700
"53803894",,,,,6.20,6.54,6.19,12.90,"0",26.00,1.30,121.20,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.5998380000,56.9692005400
"53803920",,,,,4.80,5.20,9.86,18.50,"0",14.80,2.00,57.10,E20,U111,LV,LV0,LV00,LV005,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.7083175600,57.1946435300
"53821616",,,,,5.50,5.81,10.87,16.60,"0",12.10,1.60,111.40,B81,U111,EL,EL6,EL65,EL653,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),21.8529734500,36.8751848500
"53821642",,,,,7.10,7.41,67.10,49.60,"53",227.80,4.30,771.70,B81,U111,EL,EL6,EL65,EL653,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),21.8927987600,37.1082579600
"53821886","26","62","4","34",7.60,8.13,14.35,13.30,"40",20.30,1.40,349.70,B34,U111,EL,EL6,EL61,EL612,Cropland,Cotton,Agriculture (excluding fallow land and kitchen gardens),22.2859053200,39.2908572200
"53822218",,,,,7.50,7.89,14.59,14.20,"157",13.80,1.80,149.00,E10,U410,BG,BG4,BG41,BG415,Grassland,Grassland with sparse tree/shrub cover,Abandoned areas,22.8830168700,42.2476046800
"53822252",,,,,6.90,7.00,54.50,34.80,"8",20.30,3.70,469.20,E10,U111,BG,BG4,BG41,BG414,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.9486613900,42.5495940100
"53822288",,,,,7.20,7.59,25.40,20.90,"12",33.80,2.40,503.40,B14,U111,BG,BG4,BG41,BG412,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens),23.0191441800,42.8691876500
"53822714",,,,,7.50,7.82,21.60,24.90,"22",5.00,2.80,368.40,B15,U111,RO,RO1,RO11,RO113,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),23.9369903800,46.6388844700
"53822776",,,,,6.70,6.94,20.20,14.10,"0",14.70,1.40,378.50,E30,U420,RO,RO1,RO11,RO112,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,24.0848157100,47.1856956600
"53822836",,,,,6.30,6.73,22.60,19.10,"0",44.10,2.40,273.70,B52,U111,RO,RO1,RO11,RO114,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),24.2317038200,47.7144314400
"53841704","24","28","27","45",7.20,7.54,18.90,47.70,"76",57.60,4.70,310.40,B74,U111,EL,EL6,EL65,EL651,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),22.0116337500,37.6608165400
"53841794","50","24","31","46",7.00,7.18,4.87,8.50,"1",0.00,1.30,91.40,D10,U111,EL,EL6,EL64,EL645,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens),22.1560213800,38.4660182800
"53841818","19","16","53","31",5.50,5.96,6.79,9.90,"0",0.00,0.80,71.50,C21,U120,EL,EL6,EL64,EL645,Woodland,Spruce dominated coniferous woodland,Forestry,22.1953527500,38.6805460200
"53841988",,,,,7.80,8.10,20.70,30.70,"350",13.40,1.20,137.00,B31,U111,EL,EL5,EL52,EL525,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),22.4844155100,40.1978459800
"53842010",,,,,7.70,8.12,13.55,8.70,"108",7.70,1.10,194.70,B81,U111,EL,EL5,EL52,EL525,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),22.5232138800,40.3939163000
"53842024",,,,,7.70,8.02,22.70,8.10,"80",15.30,1.10,283.20,B11,U111,EL,EL5,EL52,EL525,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.5480755300,40.5186547100
"53842046","5","15","48","37",7.10,7.40,37.60,8.50,"3",38.80,1.10,571.10,B43,U111,EL,EL5,EL52,EL522,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),22.5874165300,40.7146196000
"53842060",,,,,7.80,8.12,23.50,11.80,"51",26.00,1.70,367.30,B16,U111,EL,EL5,EL52,EL524,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),22.6126267400,40.8392911700
"53842226",,,,,6.20,6.54,10.58,15.70,"0",36.00,2.10,288.50,B11,U111,BG,BG4,BG41,BG415,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.9223016200,42.3155893700
